denominacion,fecha_solicitud,clase,estado_tmview,acta,solicitante_tmview,evidencia,url_consulta
UNIVERSO HUMAN TRAVEL,24/03/2026,35,Solicitada,4677623,"HUMAN TRAVEL SRL 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO DE CAMPEONES,22/04/2025,35,Registrada,4496958,"MASSRI RICARDO 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO AUTOMOTOR.COM,21/07/2006,35,Vencida,2690962,"BAZTARRICA, LUIS FERNANDO 33,00%, REYNOSO, GUSTAVO SERGIO 33,00%, LUPO, ALEJANDRO MARCELO 34,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO AUTOMOTOR.COM,22/08/2019,35,Registrada,3829350,"BAZTARRICA, LUIS FERNANDO 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO COMERCIAL.COM,27/04/2000,35,Vencida,2283726,"CANGELOSI, RUBEN LUIS 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO OPTICO MICIELI,25/10/2024,35,Registrada,4423842,"MICIELI MICAELA LUZ 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO BIT BE IN TOUCH,05/10/2004,35,Finalizada,2545767,"UNIVERSOBIT S.A. 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO PÚRPURA BY NANU,04/06/2025,35,Registrada,4519022,"MONTES DE OCA ANABELA DAIANA 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO RETRO ´80 & ´90,14/05/2025,35,Registrada,4507734,"VANESA CARLA LAGRAÑA 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
U UNIVERSO NET,29/04/2019,35,Registrada,3797332,"UNIVERSO NET S.A. 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
U UNIVERSO NET,29/04/2019,35,Registrada,3797335,"UNIVERSO NET S.A. 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
SHIVA UNIVERSO,13/03/2017,35,Registrada,3586981,"CAROLINA JOFRÉ CHRISTENER 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO MAGNÈTICO 24 33 33,15/04/2024,35,Finalizada,4350749,"GARCÍA, FABIÁN ALBERTO 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
CENTRO UNIVERSO,20/01/2022,35,Registrada,4090068,"BAEZ MYRIAN MABEL 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
K UNIVERSO KETO,08/01/2023,35,Registrada,4207645,"AGUIRRE MARTIN ARIEL 50,00%, JUAREZ BRANDAN ROMINA 50,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
TIENDA UNIVERSO,21/09/2021,35,Registrada,4055103,"DANIEL A. BASGALL S.R.L. 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO TU MUNDO MÁS SIMPLE,05/03/2020,35,Registrada,3878772,"DANIEL A. BASGALL S.R.L. 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO TU MUNDO MAS SIMPLE,10/09/2019,35,Registrada,3834466,"DANIEL A. BASGALL S.R.L. 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
MI UNIVERSO M.U,12/05/2020,35,Registrada,3893370,"LUCIA MACARENA SEBALLOS 50,00%, MARIANO LEANDRO TEALDI 50,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
TIENDAS UNIVERSO,31/07/2013,35,Registrada,3267062,"OFFICE PRINT S.A. 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
MASCOTA UNIVERSO,16/11/2020,35,Registrada,3958363,"LOZANO SEBASTIAN 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
U UNIVERSO TRAVEL,18/01/2025,35,Registrada,4456892,"MORAN GUSTAVO 50,00%, PASSERA FACUNDO 50,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO GLEE! CREANDO FUTUROS,20/12/2017,35,Registrada,3670912,"COSARINSKY FERNANDO JOSE 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO DE EMPANADAS Y PIZZAS,09/05/2018,35,Registrada,3707816,"DELTASABORES S.R.L. 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
U UNIVERSO QUIMICO,03/08/2011,35,Registrada,3106034,"SAFADI, ALFREDO DANIEL 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
U UNIVERSO QUIMICO,28/10/2022,35,Registrada,4183705,"SAFADI, ALFREDO DANIEL 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
U UNIVERSO JIMENEZ,20/04/2022,35,Solicitada,4118045,"DELSERI JUANA MARGARITA DEL CARMEN 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
OM UNIVERSO HERBAL,23/08/2021,35,Registrada,4045105,"ANASTASIO, GIOVANNA JAEL 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO MMA MIXED MARTIAL ARTS,15/08/2013,35,Registrada,3270265,"ROSALES, HECTOR LUCIANO HERNAN 100,00%",tmview-universo-ar-35-p4-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=4&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO MMA MIXED MARTIAL ARTS,10/04/2025,35,Registrada,4491857,"ROSALES, HECTOR LUCIANO HERNAN 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSOS,09/05/2025,35,Registrada,4505167,"SANTIAGO LUIS MAURELIZ 50,00%, EZEQUIEL CORONEL 50,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
EL UNIVERSO DEL GAS,21/05/2018,35,Registrada,3710515,"FATIGANTE, MARTIN 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
MI UNIVERSO LUNÁTICO,09/08/2022,35,Registrada,4155975,"GONZÁLEZ, ROMINA BETSABÉ 50,00%, MASCIOTRA, EMILIANO ARIEL 50,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSOLI,16/04/2026,35,Registrada,4695799,"ARELLANO ELBA LILIANA 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
PINTURERIAS UNIVERSO,25/04/2014,35,Finalizada,3322998,"DANIEL A. BASGALL S.R.L. 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UA UNIVERSO AVENTURA,21/03/2017,35,Registrada,3589310,"DESIMONE, DARIO 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UA UNIVERSO AVENTURA,19/12/2005,35,Vencida,2639996,"DESIMONE, DARIO 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSOBIT,18/09/2023,35,Registrada,4286507,"BUMERAN.COM ARGENTINA S.A. 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSOBIT,12/05/2000,35,Vencida,2286277,"UNIVERSOBIT S.A. 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSOBIT,27/01/2014,35,Registrada,3305343,"BUMERAN.COM ARGENTINA S.A. 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
PELUNIVERSO,10/03/2026,35,Registrada,4667690,"BELLO PATRICIA ELISABET 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UN UNIVERSO DE FABULAS,23/09/2020,35,Registrada,3940245,"RAITERI BETIANA SOLEDAD 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO HOTELES LOGISTICA HOTELERA,05/02/2013,35,Registrada,3225172,"ROIS, ADRIAN MARTIN 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO. SENTÍ. PINTÁ. VIVÍ.,28/12/2011,35,Registrada,3137032,"BASGALL, DANIEL ALBERTO 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
FERROTEMPLE UNIVERSO DE SOLUCIONES,19/04/2022,35,Solicitada,4117350,"TEMPLE S.R.L. 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
ASCENDENTE DEL INTERIOR AL UNIVERSO,05/11/2021,35,Registrada,4069295,"NOC ALAN 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
EL UNIVERSO DEL CONTROL REMOTO,23/08/2019,35,Registrada,3829683,"EL UNIVERSO DEL CONTROL REMOTO S.R.L. 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
ELECTROUNIVERSO,14/06/2013,35,Registrada,3255154,"ELECTRO UNIVERSO PLIN METAL S.A. 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
INCREIBLE UNIVERSO AUDIO & COMPUTACION,07/06/1996,35,Finalizada,2036259,"INCREIBLE UNIVERSO S.A. 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
"ELECTRO UNIVERSO SOMOS ELECTRO UNIVERSO, TU ENERGIA",29/10/2021,35,Registrada,4067060,"ELECTRO UNIVERSO - PLIN METAL S.A. 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
ASCENDENTE DEL INTERIOR AL UNIVERSO,15/11/2021,35,Registrada,4071880,"NOC ALAN 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
BRINCANDO EL UNIVERSO DONDE CADA NIÑO ENCUENTRA SU MUNDO,11/01/2008,35,Registrada,2797345,"EASARRET, ESTEBAN 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
MASCOTAMANIA EL UNIVERSO DE LAS MASCOTAS,04/04/2000,35,Vencida,2278679,"VILLARROYA GRACIA, PABLO ADOLFO 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
"HN LA CUMBRE ""GROUP PLANETA CADENA HN"" UNIVERSO, TIERRA, AMERICA, AMERICA DEL SUR, ARGENTINA SAN JUAN",01/12/2009,35,Registrada,2963492,"NARANJO, VALERIA 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO MOBIL ACCESORIOS PARA CELULARES,07/08/2015,35,Registrada,3432172,"CARDIN, ARIEL PATRICIO 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
ELECTROUNIVERSO. SABEMOS MAS. DAMOS MAS,13/12/2016,35,Registrada,3566035,"ELECTRO UNIVERSO - PLIN METAL S.A. 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
MEOWNIVERSE EL UNIVERSO PET MÁS INNOVADOR,09/09/2025,35,Registrada,4571311,"IPPOLITI JESICA PAOLA 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
"UNIVERSO, UN MUNDO EN PASTAS FRESCAS.",18/06/2015,35,Vencida,3418671,"GUERRICO, OSCAR. 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
EL UNIVERSO DEL CONTROL REMOTO S.R.L.,23/12/2002,35,Vencida,2404674,"EL UNIVERSO DEL CONTROL REMOTO S.R.L. 100,00%",tmview-universo-ar-35-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
NAUTIX IDEAS REDES Y WEB EXPLORANDO EL UNIVERSO DIGITAL,01/06/2021,35,Registrada,4017858,"BERNÁ, DIEGO SEBASTIÁN 100,00%",tmview-universo-ar-35-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
INDICIO CREAMOS UNIVERSOS,16/08/2023,35,Registrada,4275706,"LÓPEZ LARROSA VALENTINA 100,00%",tmview-universo-ar-35-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO GASTRONOMICO INSTALACIONES COMERCIALES,10/09/2025,35,Registrada,4572182,"CAÑAL, GABRIEL DAVID 100,00%",tmview-universo-ar-35-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
PLANETA TIERRA - UNIVERSO ONG ¿QUE VAMOS A HACER POR NUESTRO PLANETA?,10/02/2010,35,Finalizada,2978060,"BRIL, ROSSANA FLAVIA 100,00%",tmview-universo-ar-35-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
MYSTIC SOUL - UNIVERSO DE AROMAS,25/10/2023,35,Registrada,4298292,"IGNACIO JAVIER LOVISOLO 100,00%",tmview-universo-ar-35-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
D DECRETADO EN SINTONIA CON TU UNIVERSO,05/01/2026,35,Registrada,4631699,"CESINI SILVIO GERMAN 100,00%",tmview-universo-ar-35-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
SIEMBRA UN UNIVERSO INFANTIL,30/12/2024,35,Registrada,4450111,"GOR, MARÍA CAROLINA 50,00%, SAVID, MARÍA GUADALUPE 50,00%",tmview-universo-ar-35-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
REFLEJA TU AMOR AL UNIVERSO,02/06/2014,35,Registrada,3330439,"PAROLIN, MARCELA ALEJANDRA 100,00%",tmview-universo-ar-35-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
UNIVERSO GASTRONOMICO INSTALACIONES COMERCIALES,13/12/2013,35,Registrada,3297657,"CAÑAL, GABRIEL DAVID 100,00%",tmview-universo-ar-35-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
BOOMSHELL DISTRIBUIDORA CHIC - UN UNIVERSO SEXY PARA TU NEGOCIO CHIC,14/02/2014,35,Registrada,3309348,"DIANA MARIA RUIZ FAJARDO 100,00%",tmview-universo-ar-35-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
ELECTROUNIVERSO,06/11/2002,35,Vencida,2397496,"ELECTRO UNIVERSO PLIN METAL S.A. 100,00%",tmview-universo-ar-35-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=35
