denominacion,fecha_solicitud,clase,estado_tmview,acta,solicitante_tmview,evidencia,url_consulta
AMIGOS COLECCIONISTAS Y MAQUETISTAS VILLA MARÍA EL UNIVERSO EN TUS MANOS!!!!,17/06/2026,41,Registrada,4733057,"CABRERA GONZALEZ FRANCO EDDY 20,00%, BENEDETTO NICOLÁS 10,00%, OLIVERO GUSTAVO HERNAN 10,00%, RICCA JORGE LUIS 10,00%, MONESTEROLO SERGIO FRANCISCO 10,00%, LOUET ESTEBAN SEBASTIÁN 10,00%, ZEBALLOS CARLOS ADOLFO 10,00%, MIYNO NELSO ROBERTO 10,00%, GONZÁLEZ MARTÍNEZ LIDIO 10,00%",tmview-universo-ar-41-p5-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=5&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
ESCUELA UNIVERSO SAGRADO DE LUZ M M,19/06/2026,41,Registrada,4735395,"ESPINOSA MARÍA ELENA 100,00%",tmview-universo-ar-41-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
SESIONES CON EL UNIVERSO,04/09/2026,41,Solicitada,4780894,"MARIANO ARIEL OTAMENDI 100,00%",tmview-universo-ar-41-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNOONU UNIVERSIDAD DEL UNIVERSO,14/11/2024,41,Registrada,4432962,"EZEQUIEL DAMIAN MONTIEL 100,00%",tmview-universo-ar-41-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
369 TRES SEIS NUEVE PRODUCCIONES LA LLAVE AL UNIVERSO,27/05/2024,41,Finalizada,4366498,"369PRODUCCIONES LA LLAVE AL UNIVERSO S.R.L. 100,00%",tmview-universo-ar-41-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
SIEMBRA UN UNIVERSO INFANTIL,30/12/2024,41,Registrada,4450112,"GOR, MARÍA CAROLINA 50,00%, SAVID, MARÍA GUADALUPE 50,00%",tmview-universo-ar-41-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
ASCENDENTE DEL INTERIOR AL UNIVERSO,09/11/2021,41,Solicitada,4070301,"NOC ALAN 100,00%",tmview-universo-ar-41-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
PEQUEÑOS UNIVERSOS,26/12/2012,41,Registrada,3217493,"EDUC.AR SOCIEDAD DEL ESTADO 100,00%",tmview-universo-ar-41-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSO D·MENTES ESCUELA GENERATIVA,05/08/2025,41,Registrada,4551597,"NEIRO, MARIA SOLEDAD 60,00%, ASOCIACION AMIGOS DEL HOGAR DEL NIÑO- MARIA ELENA MORA OLMEDO DE CASTELLI 10,00%, LONGAR, MARIA BELEN 30,00%",tmview-universo-ar-41-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSO CREATIVO IMAGINAMOS CREAMOS CONECTAMOS,29/10/2024,41,Solicitada,4425992,"LOPARDO, MARTA NOEMI 100,00%",tmview-universo-ar-41-p6-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=6&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=41
UNIVERSO IA,14/08/2026,42,Solicitada,4767189,"MENDOZA JUSTO PASTOR 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO XXI,25/01/2001,42,Finalizada,2325172,"RODRIGUEZ, ALICIA CRISTINA 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO SAT,18/12/1992,42,Vencida,1865899,"IMAGEN SATELITAL S.A. 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO COTO,17/02/2020,42,Registrada,3874473,"COTO C.I.C.S.A. 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO TARIS,09/12/2002,42,Vencida,2402721,"LUIS, MIRTA MABEL 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO CAMPO,03/07/2008,42,Registrada,2836131,"DURAND, MARIA SOLEDAD 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO AZRAEL,08/11/2025,42,Registrada,4603572,"BUEY BERNARDO MARIANO 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO MÉDICO,29/10/2021,42,Registrada,4066956,"BAYER AKTIENGESELLSCHAFT 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO GRAFICO,26/01/2004,42,Vencida,2491031,"AGUERRE, MARIA ELENA 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO RENAULT,03/09/2001,42,Vencida,2351548,"RENAULT S.A.S. 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO BEBE.COM,08/03/2000,42,Finalizada,2272602,"CARRERA, JAVIER 50,00%, GUEIKIAN, CESAR JOSE 50,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO SERVICIOS,26/01/2005,42,Vencida,2568265,"SAYAVEDRA, MARTIN GASTON 50,00%, CALZADA, PABLO HERNAN 50,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO SERVICIOS,05/08/2016,42,Registrada,3529023,"SAYAVEDRA, MARTIN GASTON 50,00%, CALZADA, PABLO HERNAN 50,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO DEL REGALO,10/07/1997,42,Vencida,2091241,"ATACH, JOSE GUSTAVO RODRIGO 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSOFT,21/08/1987,42,Vencida,1613344,"ARAMOUNI, ANTONIO %",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSOBIT,18/09/2023,42,Registrada,4286506,"BUMERAN.COM ARGENTINA S.A. 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSOBIT,12/05/2000,42,Vencida,2286276,"UNIVERSOBIT S.A. 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSOBIT,27/01/2014,42,Registrada,3305342,"BUMERAN.COM ARGENTINA S.A. 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
BAMBUNIVERSO,19/05/2023,42,Registrada,4245915,"PÉREZ NATALIA LUCIANA 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSOCREATIVO,20/01/2022,42,Registrada,4090047,"BORTOLUSSI POGGI, MARCO DANIEL 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
"CENTRO DE ESTUDIOS DR. OVIDIO PRACILIO NUEVOS PARADIGMAS PARA EL ESTUDIO DEL UNIVERSO, LA NATURALEZA, LAS SOCIEDADES Y LOS ESTADOS BIOL",29/11/2002,42,Vencida,2401017,"PRACILIO, ANA MARIA 25,00%, FERNANDEZ DE PRACILIO, OBDULIA 25,00%, PRACILIO, ENRIQUE C. 25,00%, PRACILIO, HORACIO OSCAR 25,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSOCREATIVO,26/03/2010,42,Registrada,2989891,"BORTOLUSSI POGGI, MARCO DANIEL 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
INDICIO CREAMOS UNIVERSOS,03/08/2023,42,Registrada,4271175,"LÓPEZ LARROSA VALENTINA 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
PLANETA TIERRA - UNIVERSO ONG ¿QUE VAMOS A HACER POR NUESTRO PLANETA?,10/02/2010,42,Finalizada,2978061,"BRIL, ROSSANA FLAVIA 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
TRIO UN UNIVERSO DE SABOR,20/07/2006,42,Vencida,2688329,"PRODUCTOS TRIO S.A. 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
SIRIUS SISTEMA INTEGRAL DE RESIDENCIAS INTERACTIVO UNIVERSO DE SEGUIMIENTO,07/08/2026,42,Solicitada,4762535,"CHOMONT JUAN MARCOS 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
"MEGA DISEÑO Y MKT ONLIFE HAY UN DISEÑO, HAY UN UNIVERSO.",30/04/2026,42,Solicitada,4704806,"MENDONCA MARIO JOSÉ 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO DEL PEINADOR EXPRESS UPE UNIVERSO DEL PEINADOR EXPRESS,04/08/2000,42,Vencida,2300637,"GOBBI, HUGO ANSELMO 100,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
ENCUENTRO NACIONAL E INTERNACIONAL DEL UNIVERSO GAY,27/04/2011,42,Finalizada,3082317,"ANGARAMO, ALEJANDRO ARIEL 50,00%, DIAZ, GUSTAVO EDUARDO 50,00%",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
U.V.T. UNIVERSO VERDE TECNOLOGIA ... A DOMICILIO,20/02/1995,42,Finalizada,1962431,"META, FABIAN GABRIEL. %",tmview-universo-ar-42-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=42
UNIVERSO VIVO,16/12/2020,44,Registrada,3967996,"CASIRAGHI, FLORENCIA 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO WINE,02/06/2026,44,Solicitada,4723859,"FULGHERI GUSTAVO 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO ELIBEN,10/05/2022,44,Solicitada,4124979,"GERALDINA ELISA HAURE 50,00%, LUCIA BELEN HAURE 50,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO ANIMAL,15/07/2008,44,Registrada,2838826,"ORTELLS, SILVIA EMMA 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO MÉDICO,29/10/2021,44,Registrada,4066957,"BAYER AKTIENGESELLSCHAFT 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO MEDICO,20/10/2004,44,Vencida,2548846,"LOMBARDO, ANTONIO MARCELO 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO ANCESTRAL,28/02/2023,44,Registrada,4223074,"ADJADJ YAMILA MARISEL 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO SEPTIEMBRE,30/11/2020,44,Registrada,3963109,"BARRAGÁN, RODRIGO MAURICIO 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO COSMIATRICO,29/11/2022,44,Registrada,4193889,"SINISCALCO, MELINA NOELIA 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO ANGELICA 11,11/06/2024,44,Finalizada,4371699,"MARTINEZ LUCIA JULIA 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO ANGELICAL 11,03/09/2024,44,Registrada,4402787,"MARTINEZ LUCIA JULIA 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UE UNIVERSO EMOCIONAL,25/06/2009,44,Registrada,2925068,"MOURIN, LUCIANA 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
MI UNIVERSO ENERGETICO,21/01/2025,44,Registrada,4457667,"IRASTORZA MELINA 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO DHÂRANI HOLISTICA INTEGRAL,27/03/2024,44,Registrada,4345966,"MUÑOZ RODRIGUEZ MARIA FERNANDA 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
AQUALIS & UNIVERSO,19/05/2005,44,Vencida,2591391,"SCHLIMOVICH, SERGIO EDUARDO 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSOS MEY,03/09/2025,44,Registrada,4567828,"BIDE PORTARRIEU KATHERINA 99,00%, DEGORGUE, MARCOS CESAR 1,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
PET SHOP UNIVERSO CANINO,21/05/2004,44,Vencida,2515985,"SCHIRRIPA, LUIS ANGEL 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO SPA DE ISABEL AMOEDO UN ESPACIO DIFERENTE,01/11/2016,44,Registrada,3556249,"ISABEL CRISTINA AMOEDO 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
CODA GROUP UN UNIVERSO DE SONRISAS,24/09/2010,44,Registrada,3033486,"AVILA, EDUARDO CARLOS 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
PET SHOP UNIVERSO CANINO,18/01/2016,44,Registrada,3471936,"GALZERANO, ENZO GABRIEL 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO DEL PEINADOR EXPRESS UPE UNIVERSO DEL PEINADOR EXPRESS,18/01/2012,44,Registrada,3141070,"GOBBI, HUGO ANSELMO 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO GARDEN ANGELS AROMACOLORTERAPIA,21/07/2006,44,Vencida,2689172,"MELLBROS COMPANY S.A. 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO DEL PEINADOR EXPRESS UPE UNIVERSO DEL PEINADOR EXPRESS,13/01/2022,44,Registrada,4088218,"GOBBI, HUGO ANSELMO 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSO INFINITO TERAPIAS HOLISTICAS,13/06/2026,44,Solicitada,4731759,"ELENA BEATRIZ NUREMBERG 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
UNIVERSOLASER,20/05/2009,44,Registrada,2916359,"MANSILLA, ROBERTO LUIS 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
ENERGÍA Y LUZ DEL UNIVERSO,08/06/2021,44,Registrada,4020266,"SALATINO, ANABELLA 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
WWW.UNIVERSOEMOCIONAL.COM,25/06/2009,44,Registrada,2925069,"MOURIN, LUCIANA 100,00%",tmview-universo-ar-44-2026-09-21.json,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&offices=AR&territories=AR&basicSearch=universo&fNiceClass=44
